timestamp,raw_current,current,raw_voltage,voltage,rpm,temperature,status,power_consumption
2025-03-02 23:00:00,442,0.228,1007,216.46,1170,31.41,1,49.68
2025-03-03 00:00:00,392,0.196,1005,216.12,1185,28.54,1,42.32
2025-03-03 01:00:00,443,0.226,990,213.54,1131,31.44,0,-0.09
2025-03-03 02:00:00,415,0.206,991,212.65,1142,32.02,0,-0.5
2025-03-03 03:00:00,407,0.201,1004,216.55,1182,27.76,1,43.72
2025-03-03 04:00:00,398,0.193,1028,220.14,1168,30.38,1,43.31
2025-03-03 05:00:00,427,0.217,1017,218.98,1149,29.87,1,47.42
2025-03-03 06:00:00,412,0.21,990,213.59,1111,29.99,1,44.22
2025-03-03 07:00:00,410,0.202,994,211.68,1184,28.09,0,0.99
2025-03-03 08:00:00,446,0.224,1011,217.35,1222,26.35,1,48.54
2025-03-03 09:00:00,390,0.208,1025,220.32,1157,28.49,1,46.43
2025-03-03 10:00:00,410,0.211,1002,215.47,1182,28.21,1,45.31
2025-03-03 11:00:00,416,0.203,990,213.71,1211,30.71,1,44.57
2025-03-03 12:00:00,431,0.221,1005,215.69,1227,30.74,1,48.8
2025-03-03 13:00:00,448,0.22,1011,216.77,1135,30.63,1,48.78
2025-03-03 14:00:00,395,0.183,1021,219.55,1153,27.21,0,-0.55
2025-03-03 15:00:00,444,0.222,1005,216.64,1146,27.76,1,47.51
2025-03-03 16:00:00,433,0.224,1004,216.14,1214,28.77,1,49.36
2025-03-03 17:00:00,425,0.219,1001,215.23,1223,30.05,1,47.18
2025-03-03 18:00:00,417,0.21,990,212.74,1195,29.33,1,44.72
2025-03-03 19:00:00,434,0.214,1006,215.29,1206,30.62,1,45.44
2025-03-03 20:00:00,406,0.205,1017,218.95,1219,31.95,1,46.39
2025-03-03 21:00:00,448,0.223,996,214.49,1200,28.0,1,48.8
2025-03-03 22:00:00,429,0.212,998,214.22,1202,28.08,1,45.28
2025-03-03 23:00:00,447,0.229,1011,217.13,1131,30.27,1,49.04
2025-03-04 00:00:00,441,0.218,1015,217.7,1165,29.84,0,-0.69
2025-03-04 01:00:00,392,0.202,1001,215.65,1110,31.49,1,43.62
2025-03-04 02:00:00,401,0.198,996,213.96,1247,30.02,0,0.39
2025-03-04 03:00:00,428,0.224,1004,215.79,1136,33.48,1,47.54
2025-03-04 04:00:00,401,0.192,1027,221.12,1201,26.82,0,-1.24
2025-03-04 05:00:00,391,0.191,1010,217.31,1148,31.68,1,41.52
2025-03-04 06:00:00,445,0.222,1003,215.93,1118,30.4,0,0.86
2025-03-04 07:00:00,435,0.208,991,213.15,1106,27.19,1,44.32
2025-03-04 08:00:00,411,0.193,997,214.45,1232,25.86,0,-0.25
2025-03-04 09:00:00,412,0.196,995,214.02,1141,27.75,1,40.84
2025-03-04 10:00:00,419,0.208,1026,220.82,1187,32.42,1,45.3
2025-03-04 11:00:00,394,0.196,1026,220.84,1234,32.19,1,44.09
2025-03-04 12:00:00,398,0.201,1022,219.12,1110,29.74,1,42.72
2025-03-04 13:00:00,410,0.204,995,213.63,1140,29.28,1,45.36
2025-03-04 14:00:00,400,0.201,1015,218.12,1102,28.29,1,44.04
2025-03-04 15:00:00,394,0.195,1028,221.25,1139,29.63,1,41.5
2025-03-04 16:00:00,424,0.216,1026,221.39,1150,29.05,0,0.5
2025-03-04 17:00:00,416,0.211,1003,215.24,1131,33.42,1,45.86
2025-03-04 18:00:00,438,0.217,1026,221.03,1147,27.53,1,47.61
2025-03-04 19:00:00,391,0.198,997,214.07,1170,30.78,1,43.36
2025-03-04 20:00:00,413,0.206,1028,221.71,1247,33.51,1,44.95
2025-03-04 21:00:00,420,0.202,1002,216.39,1188,31.55,0,0.63
2025-03-04 22:00:00,422,0.216,1002,214.56,1208,27.75,1,46.21
2025-03-04 23:00:00,428,0.209,1029,221.07,1134,26.92,0,-0.28
2025-03-05 00:00:00,419,0.214,1017,217.48,1207,30.55,0,1.34
2025-03-05 01:00:00,435,0.219,1007,215.66,1139,30.3,1,48.24
2025-03-05 02:00:00,426,0.213,1008,215.91,1151,32.46,0,-1.11
2025-03-05 03:00:00,440,0.211,1027,221.12,1211,31.1,1,46.95
2025-03-05 04:00:00,417,0.216,1021,219.73,1138,29.03,0,1.89
2025-03-05 05:00:00,449,0.223,1011,217.77,1167,28.89,1,49.86
2025-03-05 06:00:00,420,0.213,991,213.37,1175,27.39,0,-0.91
2025-03-05 07:00:00,400,0.199,1002,215.67,1164,30.26,1,44.61
2025-03-05 08:00:00,412,0.205,1012,217.64,1161,27.19,1,45.47
2025-03-05 09:00:00,446,0.224,1014,217.94,1101,31.82,1,47.76
2025-03-05 10:00:00,391,0.196,1017,219.16,1233,31.18,1,43.08
2025-03-05 11:00:00,429,0.213,1000,215.01,1221,31.11,1,46.31
2025-03-05 12:00:00,430,0.215,1022,219.99,1174,27.36,1,46.16
2025-03-05 13:00:00,416,0.21,1013,216.63,1139,29.7,1,46.23
2025-03-05 14:00:00,424,0.214,991,212.48,1188,29.22,1,48.0
2025-03-05 15:00:00,391,0.196,1019,219.58,1127,30.21,1,44.34
2025-03-05 16:00:00,428,0.217,1006,215.96,1179,31.06,1,47.05
2025-03-05 17:00:00,426,0.211,1029,220.54,1162,28.97,1,46.23
2025-03-05 18:00:00,410,0.216,1023,220.27,1239,29.05,1,47.93
2025-03-05 19:00:00,447,0.231,1027,220.81,1140,31.36,1,50.01
2025-03-05 20:00:00,394,0.201,1011,217.16,1128,27.74,1,43.13
2025-03-05 21:00:00,441,0.211,994,214.46,1122,28.51,1,43.25
2025-03-05 22:00:00,434,0.22,1029,221.9,1179,30.01,0,0.43
2025-03-05 23:00:00,410,0.203,1005,215.98,1150,31.8,1,43.58
2025-03-06 00:00:00,418,0.204,1002,215.79,1211,28.06,0,0.62
2025-03-06 01:00:00,409,0.203,1015,217.11,1204,33.58,1,44.12
2025-03-06 02:00:00,427,0.209,1020,219.85,1144,27.3,1,44.97
2025-03-06 03:00:00,409,0.207,1028,220.48,1189,33.1,0,0.2
2025-03-06 04:00:00,439,0.228,1012,216.85,1249,32.4,0,-0.71
2025-03-06 05:00:00,414,0.211,1001,214.32,1237,27.14,1,46.91
2025-03-06 06:00:00,391,0.209,1003,214.71,1234,26.74,1,44.1
2025-03-06 07:00:00,446,0.215,1007,217.05,1188,31.44,1,46.24
2025-03-06 08:00:00,421,0.208,1016,218.76,1114,29.25,1,44.48
2025-03-06 09:00:00,415,0.203,1017,218.27,1176,27.99,0,-1.1
2025-03-06 10:00:00,395,0.204,1007,216.93,1205,33.62,1,44.21
2025-03-06 11:00:00,430,0.214,1005,215.78,1189,27.61,1,44.91
2025-03-06 12:00:00,446,0.224,1005,216.24,1186,28.55,1,48.24
2025-03-06 13:00:00,392,0.199,1002,215.19,1160,28.78,1,43.29
2025-03-06 14:00:00,422,0.204,1018,218.81,1207,24.4,1,44.15
2025-03-06 15:00:00,390,0.192,998,214.12,1160,30.18,1,38.88
2025-03-06 16:00:00,440,0.225,1015,217.85,1150,28.18,1,50.35
2025-03-06 17:00:00,394,0.194,1017,218.93,1111,31.62,1,42.8
2025-03-06 18:00:00,402,0.192,1002,215.78,1176,31.88,1,41.8
2025-03-06 19:00:00,408,0.199,1025,220.17,1211,30.46,1,43.69
2025-03-06 20:00:00,401,0.199,998,213.81,1165,30.49,1,43.37
2025-03-06 21:00:00,437,0.219,1003,216.88,1214,30.33,1,48.51
2025-03-06 22:00:00,414,0.207,1001,215.23,1129,28.6,1,45.52
2025-03-06 23:00:00,446,0.22,1021,219.67,1204,28.77,1,48.58
2025-03-07 00:00:00,440,0.225,1027,220.17,1130,32.65,1,48.1
2025-03-07 01:00:00,424,0.211,992,213.89,1112,31.47,1,45.61
2025-03-07 02:00:00,401,0.202,1005,216.76,1227,30.41,1,43.95
2025-03-07 03:00:00,419,0.207,1009,216.08,1200,31.2,0,-0.55
2025-03-07 04:00:00,394,0.205,1021,219.46,1166,29.88,1,44.09
2025-03-07 05:00:00,423,0.21,1012,217.49,1179,30.37,1,46.12
2025-03-07 06:00:00,411,0.206,1006,217.48,1202,31.19,1,44.7
2025-03-07 07:00:00,428,0.219,1005,216.8,1118,25.85,1,47.13
2025-03-07 08:00:00,402,0.202,1027,220.08,1242,31.81,1,46.22
2025-03-07 09:00:00,446,0.224,997,213.99,1131,31.67,1,48.66
2025-03-07 10:00:00,436,0.208,1008,216.27,1248,28.44,1,45.45
2025-03-07 11:00:00,443,0.225,1019,219.27,1164,32.49,1,50.53
2025-03-07 12:00:00,392,0.196,1023,220.73,1126,25.57,1,43.66
2025-03-07 13:00:00,449,0.227,1003,215.7,1146,30.71,1,48.3
2025-03-07 14:00:00,442,0.222,1011,217.62,1111,30.08,1,47.9
2025-03-07 15:00:00,409,0.202,1006,215.96,1184,29.38,1,44.29
2025-03-07 16:00:00,420,0.214,1004,216.11,1165,30.04,1,46.97
2025-03-07 17:00:00,394,0.198,1021,219.28,1232,31.17,1,43.86
2025-03-07 18:00:00,413,0.2,1002,214.61,1236,26.39,1,41.8
2025-03-07 19:00:00,429,0.221,1010,217.37,1247,32.0,1,48.86
2025-03-07 20:00:00,443,0.214,1029,221.23,1209,29.18,0,-0.07
2025-03-07 21:00:00,422,0.216,1022,219.18,1181,32.03,1,47.83
2025-03-07 22:00:00,397,0.206,1016,219.26,1224,31.29,0,-0.83
2025-03-07 23:00:00,413,0.201,1024,219.78,1162,29.14,1,46.13
2025-03-08 00:00:00,439,0.219,1005,216.38,1171,29.84,0,0.25
2025-03-08 01:00:00,409,0.203,1017,218.47,1197,29.96,1,44.02
2025-03-08 02:00:00,449,0.224,1023,220.72,1172,33.21,0,0.65
2025-03-08 03:00:00,405,0.212,990,212.73,1170,27.72,1,45.88
2025-03-08 04:00:00,439,0.214,1020,218.46,1129,29.12,1,47.39
2025-03-08 05:00:00,441,0.219,1025,220.78,1224,26.84,0,-0.99
2025-03-08 06:00:00,401,0.208,1022,220.5,1115,30.25,1,47.01
2025-03-08 07:00:00,402,0.199,1022,219.52,1232,28.75,0,-0.34
2025-03-08 08:00:00,434,0.212,1028,221.36,1146,29.0,1,46.98
2025-03-08 09:00:00,431,0.217,1007,216.57,1200,32.97,1,44.75
2025-03-08 10:00:00,428,0.218,1012,217.39,1206,28.35,1,46.93
2025-03-08 11:00:00,414,0.205,1012,218.0,1225,29.68,1,44.23
2025-03-08 12:00:00,435,0.22,1004,215.46,1121,29.08,1,47.91
2025-03-08 13:00:00,421,0.204,1015,218.24,1182,29.21,1,43.91
2025-03-08 14:00:00,413,0.2,1019,219.21,1159,35.54,1,42.2
2025-03-08 15:00:00,437,0.216,1014,218.12,1157,26.53,1,47.42
2025-03-08 16:00:00,436,0.221,1005,215.69,1102,31.29,1,47.41
2025-03-08 17:00:00,433,0.22,1028,222.05,1144,34.85,1,48.19
2025-03-08 18:00:00,398,0.193,1003,216.28,1149,32.16,1,41.85
2025-03-08 19:00:00,429,0.218,1006,216.79,1101,30.09,1,45.51
2025-03-08 20:00:00,439,0.22,1001,215.93,1114,27.65,1,48.2
2025-03-08 21:00:00,412,0.202,1018,218.9,1242,32.61,1,43.95
2025-03-08 22:00:00,439,0.213,1021,219.33,1195,31.87,1,46.41
2025-03-08 23:00:00,402,0.202,1013,217.25,1184,26.94,1,44.87
2025-03-09 00:00:00,449,0.231,1002,215.08,1210,29.36,1,49.14
2025-03-09 01:00:00,448,0.224,1009,216.43,1122,27.59,1,48.78
2025-03-09 02:00:00,421,0.206,1004,215.6,1198,24.28,1,44.25
2025-03-09 03:00:00,439,0.21,993,213.63,1136,27.54,0,3.22
2025-03-09 04:00:00,404,0.21,1023,220.4,1206,30.21,0,0.49
2025-03-09 05:00:00,425,0.218,1017,219.1,1140,31.16,1,46.56
2025-03-09 06:00:00,438,0.221,991,212.48,1156,29.35,0,1.75
2025-03-09 07:00:00,394,0.204,1019,219.43,1196,32.75,1,45.89
2025-03-09 08:00:00,411,0.207,1015,218.8,1124,32.06,1,45.25
2025-03-09 09:00:00,405,0.2,1015,218.1,1209,29.75,1,43.15
2025-03-09 10:00:00,430,0.218,1009,217.53,1136,29.49,1,46.05
2025-03-09 11:00:00,399,0.195,1017,219.09,1139,30.77,1,43.23
2025-03-09 12:00:00,413,0.202,1009,216.3,1184,29.96,1,42.91
2025-03-09 13:00:00,407,0.207,1000,216.1,1145,27.15,1,43.93
2025-03-09 14:00:00,438,0.223,999,214.43,1201,29.41,1,48.65
2025-03-09 15:00:00,407,0.197,1012,218.06,1197,31.33,1,44.53
2025-03-09 16:00:00,396,0.192,1026,221.05,1118,32.63,1,41.92
2025-03-09 17:00:00,393,0.194,1008,216.11,1190,31.92,1,42.79
2025-03-09 18:00:00,415,0.204,1007,216.59,1236,30.67,1,44.39
2025-03-09 19:00:00,394,0.199,1016,218.89,1168,32.91,1,44.0
2025-03-09 20:00:00,449,0.225,995,213.31,1104,30.85,1,47.12
2025-03-09 21:00:00,444,0.228,999,214.83,1246,29.82,1,48.73
2025-03-09 22:00:00,405,0.204,991,213.56,1147,32.96,1,42.49
2025-03-09 23:00:00,424,0.209,1013,218.32,1211,31.44,1,44.36
2025-03-10 00:00:00,415,0.198,1027,220.61,1243,32.6,1,44.21
2025-03-10 01:00:00,407,0.204,1017,219.43,1117,27.62,1,44.33
2025-03-10 02:00:00,418,0.2,1017,219.31,1248,28.28,0,-0.92
2025-03-10 03:00:00,412,0.203,1028,221.14,1130,28.37,0,-1.21
2025-03-10 04:00:00,442,0.217,991,212.74,1228,30.36,1,44.73
2025-03-10 05:00:00,403,0.199,994,213.13,1230,33.65,1,40.45
2025-03-10 06:00:00,404,0.195,1000,215.19,1124,27.72,0,0.11
2025-03-10 07:00:00,438,0.215,999,215.52,1107,31.81,1,43.79
2025-03-10 08:00:00,422,0.217,991,212.99,1161,27.59,1,46.63
2025-03-10 09:00:00,414,0.213,1004,215.43,1234,34.24,1,46.29
2025-03-10 10:00:00,410,0.213,1028,221.43,1106,26.81,1,46.99
2025-03-10 11:00:00,406,0.203,1026,220.68,1235,31.48,1,44.88
2025-03-10 12:00:00,412,0.207,996,214.4,1118,31.76,1,44.17
2025-03-10 13:00:00,446,0.229,1009,216.67,1244,31.24,1,49.8
2025-03-10 14:00:00,432,0.209,1023,219.76,1238,28.25,1,46.07
2025-03-10 15:00:00,406,0.207,1024,219.9,1210,27.89,1,46.83
2025-03-10 16:00:00,447,0.23,1023,220.19,1110,32.54,1,52.18
2025-03-10 17:00:00,403,0.197,1011,217.2,1140,32.1,1,44.3
2025-03-10 18:00:00,418,0.216,1020,219.6,1213,32.07,1,46.62
2025-03-10 19:00:00,409,0.215,1012,217.27,1191,32.31,1,47.42
2025-03-10 20:00:00,419,0.213,1008,216.97,1174,26.93,1,46.8
2025-03-10 21:00:00,408,0.207,993,213.85,1166,26.87,1,43.61
2025-03-10 22:00:00,442,0.215,1013,217.96,1104,28.66,1,46.06
2025-03-10 23:00:00,428,0.219,1009,217.39,1215,29.04,1,47.31
2025-03-11 00:00:00,445,0.217,1028,220.78,1249,28.83,0,-1.06
2025-03-11 01:00:00,402,0.203,1017,219.0,1217,30.55,1,43.03
2025-03-11 02:00:00,407,0.206,1028,221.14,1110,32.23,0,0.5
2025-03-11 03:00:00,412,0.19,1006,215.89,1143,29.41,0,0.03
2025-03-11 04:00:00,435,0.22,1008,215.77,1176,28.37,1,47.39
2025-03-11 05:00:00,422,0.224,1024,219.31,1217,31.63,1,50.08
2025-03-11 06:00:00,428,0.204,1021,218.41,1215,29.44,1,44.26
2025-03-11 07:00:00,429,0.214,1028,221.23,1166,30.21,1,48.23
2025-03-11 08:00:00,407,0.194,1024,220.0,1112,29.34,1,41.89
2025-03-11 09:00:00,398,0.195,1019,219.13,1191,30.68,1,41.88
2025-03-11 10:00:00,422,0.201,1006,216.2,1110,27.97,1,43.55
2025-03-11 11:00:00,421,0.211,1018,219.16,1238,31.45,0,2.12
2025-03-11 12:00:00,443,0.225,995,214.23,1184,29.93,1,49.59
2025-03-11 13:00:00,406,0.205,1006,216.31,1184,28.47,1,45.45
2025-03-11 14:00:00,408,0.199,1006,216.34,1234,31.06,1,41.76
2025-03-11 15:00:00,416,0.205,1003,215.72,1116,28.47,1,44.36
2025-03-11 16:00:00,395,0.199,1013,218.49,1147,28.56,1,44.27
2025-03-11 17:00:00,424,0.208,1026,219.59,1241,27.6,1,47.65
2025-03-11 18:00:00,445,0.216,1029,220.9,1196,26.59,1,46.0
2025-03-11 19:00:00,426,0.212,1028,221.45,1174,31.07,1,47.64
2025-03-11 20:00:00,423,0.207,1021,220.07,1236,32.33,1,46.57
2025-03-11 21:00:00,409,0.207,1025,220.59,1176,29.1,1,46.02
2025-03-11 22:00:00,414,0.213,1026,220.5,1227,28.4,1,45.72
2025-03-11 23:00:00,393,0.209,1003,216.58,1136,26.38,1,45.62
2025-03-12 00:00:00,399,0.201,1016,218.53,1129,25.65,1,44.39
2025-03-12 01:00:00,399,0.203,1008,216.74,1146,31.45,1,44.12
2025-03-12 02:00:00,413,0.204,1020,219.97,1234,26.05,0,-0.68
2025-03-12 03:00:00,410,0.202,998,214.81,1241,27.71,0,-0.81
2025-03-12 04:00:00,400,0.206,1027,221.27,1147,30.57,1,46.13
2025-03-12 05:00:00,416,0.207,1006,216.82,1233,30.18,0,-0.68
2025-03-12 06:00:00,405,0.203,1008,216.53,1133,30.65,1,43.27
2025-03-12 07:00:00,415,0.214,993,214.38,1200,30.01,0,-0.14
2025-03-12 08:00:00,419,0.208,1000,213.77,1145,29.29,1,44.66
2025-03-12 09:00:00,438,0.227,1011,216.38,1169,27.72,1,50.05
2025-03-12 10:00:00,405,0.205,993,213.15,1235,28.73,1,42.58
2025-03-12 11:00:00,396,0.2,1006,216.08,1123,29.42,1,41.98
2025-03-12 12:00:00,405,0.199,997,214.54,1166,26.22,1,42.37
2025-03-12 13:00:00,424,0.215,1023,219.6,1103,28.43,1,45.31
2025-03-12 14:00:00,447,0.221,1000,214.99,1100,29.26,1,48.18
2025-03-12 15:00:00,405,0.205,1020,219.2,1133,28.62,1,42.91
2025-03-12 16:00:00,429,0.214,1000,216.0,1208,29.31,1,46.93
2025-03-12 17:00:00,401,0.205,1027,220.4,1108,31.34,1,46.37
2025-03-12 18:00:00,424,0.212,1010,216.31,1162,31.58,0,0.26
2025-03-12 19:00:00,438,0.229,1019,219.64,1109,33.02,0,-1.86
2025-03-12 20:00:00,410,0.204,999,214.43,1237,26.98,1,43.77
2025-03-12 21:00:00,439,0.217,1015,218.18,1143,29.16,1,46.51
2025-03-12 22:00:00,432,0.218,1016,218.12,1217,32.46,1,46.29
2025-03-12 23:00:00,425,0.218,997,214.72,1105,26.51,1,47.37
2025-03-13 00:00:00,437,0.224,1028,220.33,1220,27.65,1,50.09
2025-03-13 01:00:00,406,0.204,997,212.96,1194,28.77,1,44.69
2025-03-13 02:00:00,421,0.212,997,215.0,1210,34.09,0,-0.28
2025-03-13 03:00:00,430,0.217,1023,220.07,1204,28.05,1,47.86
2025-03-13 04:00:00,395,0.192,1005,216.61,1163,32.17,0,1.67
2025-03-13 05:00:00,413,0.212,1002,216.06,1239,29.94,1,47.82
2025-03-13 06:00:00,416,0.202,1012,217.12,1170,27.71,1,44.88
2025-03-13 07:00:00,409,0.199,1001,215.25,1203,35.6,1,42.51
2025-03-13 08:00:00,414,0.207,1016,218.69,1188,30.39,1,45.34
2025-03-13 09:00:00,391,0.194,1011,217.31,1105,30.75,0,-0.18
2025-03-13 10:00:00,398,0.203,1021,219.36,1209,31.07,1,45.23
2025-03-13 11:00:00,417,0.211,1016,218.33,1211,30.91,1,45.19
2025-03-13 12:00:00,442,0.222,991,213.61,1249,34.3,1,47.68
2025-03-13 13:00:00,427,0.208,1022,219.6,1226,33.57,1,45.98
2025-03-13 14:00:00,392,0.196,1015,218.53,1235,28.14,1,43.24
2025-03-13 15:00:00,409,0.204,1017,218.83,1162,34.04,1,43.67
2025-03-13 16:00:00,395,0.199,1008,216.24,1240,28.6,1,43.19
2025-03-13 17:00:00,428,0.212,994,213.86,1245,30.64,1,47.08
2025-03-13 18:00:00,422,0.214,1022,218.96,1117,27.1,1,46.32
2025-03-13 19:00:00,444,0.22,1009,217.14,1176,32.07,1,48.09
2025-03-13 20:00:00,390,0.197,1019,219.53,1241,29.39,1,41.44
2025-03-13 21:00:00,426,0.217,997,214.92,1238,27.7,1,46.89
2025-03-13 22:00:00,395,0.195,1027,220.33,1202,32.38,1,43.14
2025-03-13 23:00:00,434,0.213,1006,216.02,1216,32.87,1,46.16
2025-03-14 00:00:00,423,0.214,990,212.99,1116,32.94,0,0.73
2025-03-14 01:00:00,436,0.211,992,213.04,1113,26.95,0,-0.28
2025-03-14 02:00:00,404,0.208,1015,217.26,1156,33.15,0,1.18
2025-03-14 03:00:00,434,0.217,1020,219.03,1192,29.4,1,46.66
2025-03-14 04:00:00,415,0.207,997,214.5,1233,34.1,1,45.83
2025-03-14 05:00:00,446,0.226,997,214.89,1213,31.25,1,48.72
2025-03-14 06:00:00,403,0.204,1024,221.0,1231,30.5,1,45.0
2025-03-14 07:00:00,447,0.224,1028,221.08,1238,30.02,1,47.99
2025-03-14 08:00:00,443,0.226,1017,218.94,1208,29.97,1,48.35
2025-03-14 09:00:00,396,0.195,993,213.98,1218,28.64,1,42.0
2025-03-14 10:00:00,435,0.221,1005,215.05,1191,27.86,1,46.82
2025-03-14 11:00:00,447,0.218,1002,214.92,1110,29.27,1,47.87
2025-03-14 12:00:00,420,0.213,1009,216.99,1198,32.38,1,46.41
2025-03-14 13:00:00,413,0.205,994,214.49,1107,27.21,1,42.52
2025-03-14 14:00:00,448,0.217,1026,220.9,1213,32.68,0,0.76
2025-03-14 15:00:00,420,0.211,1009,217.1,1248,30.29,1,45.71
2025-03-14 16:00:00,418,0.209,1013,217.68,1164,31.56,1,45.41
2025-03-14 17:00:00,431,0.208,1025,220.59,1192,31.67,1,46.88
2025-03-14 18:00:00,421,0.2,1023,219.65,1203,31.86,1,42.52
2025-03-14 19:00:00,406,0.202,1023,219.56,1198,30.04,1,43.28
2025-03-14 20:00:00,403,0.21,1008,216.37,1183,30.1,1,45.68
2025-03-14 21:00:00,429,0.216,1006,216.96,1172,31.79,1,45.19
2025-03-14 22:00:00,425,0.209,994,213.29,1244,27.92,0,-0.61
2025-03-14 23:00:00,447,0.229,1014,217.81,1158,27.61,1,50.84
2025-03-15 00:00:00,437,0.223,1007,216.74,1130,29.07,1,48.23
2025-03-15 01:00:00,413,0.213,997,213.91,1163,30.58,0,-1.37
2025-03-15 02:00:00,434,0.22,1016,218.55,1147,33.84,0,0.19
2025-03-15 03:00:00,443,0.226,1004,215.97,1122,30.1,1,48.39
2025-03-15 04:00:00,416,0.212,1002,215.12,1154,34.0,1,44.83
2025-03-15 05:00:00,414,0.205,1005,215.95,1106,31.03,1,47.74
2025-03-15 06:00:00,448,0.216,1011,216.89,1211,29.09,1,47.38
2025-03-15 07:00:00,421,0.208,1009,217.63,1205,32.29,1,44.96
2025-03-15 08:00:00,441,0.226,1002,215.56,1197,29.51,1,49.62
2025-03-15 09:00:00,407,0.202,1009,216.41,1111,30.5,0,-0.29
2025-03-15 10:00:00,435,0.217,991,213.13,1159,27.33,1,45.68
2025-03-15 11:00:00,407,0.198,1024,220.25,1151,26.98,1,43.84
2025-03-15 12:00:00,426,0.21,1008,215.6,1239,31.11,1,45.84
2025-03-15 13:00:00,415,0.207,1026,221.26,1240,32.21,0,0.93
2025-03-15 14:00:00,398,0.201,995,213.43,1171,33.89,0,1.42
2025-03-15 15:00:00,449,0.222,1003,216.69,1224,28.38,1,49.34
2025-03-15 16:00:00,424,0.209,993,213.89,1159,32.93,0,0.86
2025-03-15 17:00:00,397,0.203,1011,216.8,1130,32.63,1,44.91
2025-03-15 18:00:00,409,0.206,1028,220.86,1176,29.02,1,46.71
2025-03-15 19:00:00,443,0.224,1025,220.84,1175,32.78,1,50.12
2025-03-15 20:00:00,431,0.223,1023,219.83,1160,31.89,1,47.47
