Timestamp,Current (A),Voltage (V),Power Usage (kWh),On/Off
2023-01-09 19:00:00,0.0,0.0,0.0,0
2023-01-09 20:00:00,0.51,231.75,0.118,1
2023-01-09 21:00:00,0.54,224.06,0.121,1
2023-01-09 22:00:00,0.47,237.53,0.111,1
2023-01-09 23:00:00,0.0,0.0,0.0,0
2023-01-10 00:00:00,0.0,0.0,0.0,0
2023-01-10 01:00:00,0.0,0.0,0.0,0
2023-01-10 02:00:00,0.39,231.91,0.091,1
2023-01-10 03:00:00,0.5,221.04,0.111,1
2023-01-10 04:00:00,0.0,0.0,0.0,0
2023-01-10 05:00:00,0.41,235.39,0.097,1
2023-01-10 06:00:00,0.0,0.0,0.0,0
2023-01-10 07:00:00,0.37,227.66,0.084,1
2023-01-10 08:00:00,0.5,211.82,0.106,1
2023-01-10 09:00:00,0.0,0.0,0.0,0
2023-01-10 10:00:00,0.44,222.23,0.098,1
2023-01-10 11:00:00,0.0,0.0,0.0,0
2023-01-10 12:00:00,0.48,231.91,0.111,1
2023-01-10 13:00:00,0.0,0.0,0.0,0
2023-01-10 14:00:00,0.0,0.0,0.0,0
2023-01-10 15:00:00,0.0,0.0,0.0,0
2023-01-10 16:00:00,0.0,0.0,0.0,0
2023-01-10 17:00:00,0.0,0.0,0.0,0
2023-01-10 18:00:00,0.36,218.83,0.078,1
2023-01-10 19:00:00,0.3,239.33,0.072,1
2023-01-10 20:00:00,0.45,229.33,0.103,1
2023-01-10 21:00:00,0.35,216.14,0.075,1
2023-01-10 22:00:00,0.54,228.43,0.123,1
2023-01-10 23:00:00,0.0,0.0,0.0,0
2023-01-11 00:00:00,0.0,0.0,0.0,0
2023-01-11 01:00:00,0.0,0.0,0.0,0
2023-01-11 02:00:00,0.37,210.87,0.078,1
2023-01-11 03:00:00,0.0,0.0,0.0,0
2023-01-11 04:00:00,0.31,230.95,0.072,1
2023-01-11 05:00:00,0.0,0.0,0.0,0
2023-01-11 06:00:00,0.38,229.15,0.086,1
2023-01-11 07:00:00,0.0,0.0,0.0,0
2023-01-11 08:00:00,0.51,231.52,0.119,1
2023-01-11 09:00:00,0.36,215.17,0.078,1
2023-01-11 10:00:00,0.0,0.0,0.0,0
2023-01-11 11:00:00,0.0,0.0,0.0,0
2023-01-11 12:00:00,0.44,222.65,0.098,1
2023-01-11 13:00:00,0.0,0.0,0.0,0
2023-01-11 14:00:00,0.53,226.88,0.12,1
2023-01-11 15:00:00,0.31,215.8,0.066,1
2023-01-11 16:00:00,0.41,233.93,0.096,1
2023-01-11 17:00:00,0.56,222.56,0.124,1
2023-01-11 18:00:00,0.37,218.7,0.081,1
2023-01-11 19:00:00,0.4,219.15,0.087,1
2023-01-11 20:00:00,0.0,0.0,0.0,0
2023-01-11 21:00:00,0.0,0.0,0.0,0
2023-01-11 22:00:00,0.47,237.81,0.112,1
2023-01-11 23:00:00,0.43,227.21,0.098,1
2023-01-12 00:00:00,0.0,0.0,0.0,0
2023-01-12 01:00:00,0.0,0.0,0.0,0
2023-01-12 02:00:00,0.44,234.32,0.104,1
2023-01-12 03:00:00,0.0,0.0,0.0,0
2023-01-12 04:00:00,0.54,214.42,0.115,1
2023-01-12 05:00:00,0.31,232.91,0.073,1
2023-01-12 06:00:00,0.47,216.36,0.102,1
2023-01-12 07:00:00,0.0,0.0,0.0,0
2023-01-12 08:00:00,0.36,214.68,0.077,1
2023-01-12 09:00:00,0.45,224.89,0.102,1
2023-01-12 10:00:00,0.0,0.0,0.0,0
2023-01-12 11:00:00,0.0,0.0,0.0,0
2023-01-12 12:00:00,0.59,223.69,0.133,1
2023-01-12 13:00:00,0.0,0.0,0.0,0
2023-01-12 14:00:00,0.41,229.58,0.095,1
2023-01-12 15:00:00,0.42,218.5,0.091,1
2023-01-12 16:00:00,0.0,0.0,0.0,0
2023-01-12 17:00:00,0.41,231.53,0.095,1
2023-01-12 18:00:00,0.0,0.0,0.0,0
2023-01-12 19:00:00,0.34,216.2,0.073,1
2023-01-12 20:00:00,0.44,220.05,0.096,1
2023-01-12 21:00:00,0.36,236.9,0.085,1
2023-01-12 22:00:00,0.32,219.62,0.07,1
2023-01-12 23:00:00,0.0,0.0,0.0,0
2023-01-13 00:00:00,0.56,228.63,0.128,1
2023-01-13 01:00:00,0.0,0.0,0.0,0
2023-01-13 02:00:00,0.5,217.1,0.109,1
2023-01-13 03:00:00,0.0,0.0,0.0,0
2023-01-13 04:00:00,0.49,213.18,0.104,1
2023-01-13 05:00:00,0.0,0.0,0.0,0
2023-01-13 06:00:00,0.0,0.0,0.0,0
2023-01-13 07:00:00,0.0,0.0,0.0,0
2023-01-13 08:00:00,0.56,216.92,0.122,1
2023-01-13 09:00:00,0.0,0.0,0.0,0
2023-01-13 10:00:00,0.48,236.28,0.113,1
2023-01-13 11:00:00,0.0,0.0,0.0,0
2023-01-13 12:00:00,0.38,238.59,0.09,1
2023-01-13 13:00:00,0.42,236.73,0.099,1
2023-01-13 14:00:00,0.49,210.6,0.104,1
2023-01-13 15:00:00,0.59,235.61,0.139,1
2023-01-13 16:00:00,0.42,239.26,0.101,1
2023-01-13 17:00:00,0.43,229.85,0.098,1
2023-01-13 18:00:00,0.0,0.0,0.0,0
2023-01-13 19:00:00,0.43,237.71,0.101,1
2023-01-13 20:00:00,0.36,226.29,0.081,1
2023-01-13 21:00:00,0.37,230.28,0.084,1
2023-01-13 22:00:00,0.0,0.0,0.0,0
2023-01-13 23:00:00,0.41,227.67,0.093,1
2023-01-14 00:00:00,0.43,213.06,0.091,1
2023-01-14 01:00:00,0.58,213.9,0.125,1
2023-01-14 02:00:00,0.0,0.0,0.0,0
2023-01-14 03:00:00,0.0,0.0,0.0,0
2023-01-14 04:00:00,0.0,0.0,0.0,0
2023-01-14 05:00:00,0.33,225.89,0.075,1
2023-01-14 06:00:00,0.52,233.92,0.121,1
2023-01-14 07:00:00,0.44,238.32,0.104,1
2023-01-14 08:00:00,0.39,222.21,0.086,1
2023-01-14 09:00:00,0.0,0.0,0.0,0
2023-01-14 10:00:00,0.39,227.09,0.09,1
2023-01-14 11:00:00,0.39,238.69,0.094,1
2023-01-14 12:00:00,0.0,0.0,0.0,0
2023-01-14 13:00:00,0.39,230.3,0.091,1
2023-01-14 14:00:00,0.0,0.0,0.0,0
2023-01-14 15:00:00,0.36,213.67,0.076,1
2023-01-14 16:00:00,0.59,237.61,0.14,1
2023-01-14 17:00:00,0.0,0.0,0.0,0
2023-01-14 18:00:00,0.54,219.26,0.119,1
2023-01-14 19:00:00,0.0,0.0,0.0,0
2023-01-14 20:00:00,0.0,0.0,0.0,0
2023-01-14 21:00:00,0.0,0.0,0.0,0
2023-01-14 22:00:00,0.36,213.37,0.077,1
2023-01-14 23:00:00,0.32,223.93,0.071,1
2023-01-15 00:00:00,0.35,217.74,0.077,1
2023-01-15 01:00:00,0.0,0.0,0.0,0
2023-01-15 02:00:00,0.0,0.0,0.0,0
2023-01-15 03:00:00,0.0,0.0,0.0,0
2023-01-15 04:00:00,0.35,219.14,0.077,1
2023-01-15 05:00:00,0.57,220.2,0.127,1
2023-01-15 06:00:00,0.37,237.03,0.087,1
2023-01-15 07:00:00,0.0,0.0,0.0,0
2023-01-15 08:00:00,0.0,0.0,0.0,0
2023-01-15 09:00:00,0.4,223.94,0.09,1
2023-01-15 10:00:00,0.0,0.0,0.0,0
2023-01-15 11:00:00,0.0,0.0,0.0,0
2023-01-15 12:00:00,0.49,218.49,0.107,1
2023-01-15 13:00:00,0.0,0.0,0.0,0
2023-01-15 14:00:00,0.38,229.38,0.087,1
2023-01-15 15:00:00,0.0,0.0,0.0,0
2023-01-15 16:00:00,0.0,0.0,0.0,0
2023-01-15 17:00:00,0.0,0.0,0.0,0
2023-01-15 18:00:00,0.32,214.21,0.069,1
2023-01-15 19:00:00,0.54,228.51,0.124,1
2023-01-15 20:00:00,0.35,212.32,0.074,1
2023-01-15 21:00:00,0.4,230.1,0.092,1
2023-01-15 22:00:00,0.56,210.37,0.117,1
2023-01-15 23:00:00,0.0,0.0,0.0,0
2023-01-16 00:00:00,0.31,237.32,0.073,1
2023-01-16 01:00:00,0.0,0.0,0.0,0
2023-01-16 02:00:00,0.43,215.87,0.093,1
2023-01-16 03:00:00,0.0,0.0,0.0,0
2023-01-16 04:00:00,0.0,0.0,0.0,0
2023-01-16 05:00:00,0.55,223.06,0.123,1
2023-01-16 06:00:00,0.31,236.0,0.072,1
2023-01-16 07:00:00,0.0,0.0,0.0,0
2023-01-16 08:00:00,0.31,215.82,0.067,1
2023-01-16 09:00:00,0.43,219.44,0.095,1
2023-01-16 10:00:00,0.35,235.27,0.082,1
2023-01-16 11:00:00,0.52,235.38,0.123,1
2023-01-16 12:00:00,0.0,0.0,0.0,0
2023-01-16 13:00:00,0.52,234.9,0.122,1
2023-01-16 14:00:00,0.0,0.0,0.0,0
2023-01-16 15:00:00,0.6,219.48,0.131,1
2023-01-16 16:00:00,0.0,0.0,0.0,0
2023-01-16 17:00:00,0.0,0.0,0.0,0
2023-01-16 18:00:00,0.59,211.57,0.126,1
2023-01-16 19:00:00,0.0,0.0,0.0,0
2023-01-16 20:00:00,0.4,214.42,0.087,1
2023-01-16 21:00:00,0.34,232.12,0.078,1
2023-01-16 22:00:00,0.31,219.35,0.069,1
2023-01-16 23:00:00,0.0,0.0,0.0,0
2023-01-17 00:00:00,0.0,0.0,0.0,0
2023-01-17 01:00:00,0.0,0.0,0.0,0
2023-01-17 02:00:00,0.43,214.58,0.092,1
2023-01-17 03:00:00,0.43,232.36,0.1,1
2023-01-17 04:00:00,0.5,235.98,0.119,1
2023-01-17 05:00:00,0.0,0.0,0.0,0
2023-01-17 06:00:00,0.0,0.0,0.0,0
2023-01-17 07:00:00,0.57,211.74,0.12,1
2023-01-17 08:00:00,0.56,219.13,0.122,1
2023-01-17 09:00:00,0.42,218.57,0.091,1
2023-01-17 10:00:00,0.0,0.0,0.0,0
2023-01-17 11:00:00,0.42,210.44,0.089,1
2023-01-17 12:00:00,0.0,0.0,0.0,0
2023-01-17 13:00:00,0.37,212.79,0.08,1
2023-01-17 14:00:00,0.52,222.32,0.115,1
2023-01-17 15:00:00,0.0,0.0,0.0,0
2023-01-17 16:00:00,0.0,0.0,0.0,0
2023-01-17 17:00:00,0.44,223.15,0.099,1
2023-01-17 18:00:00,0.54,231.08,0.126,1
2023-01-17 19:00:00,0.47,239.47,0.112,1
2023-01-17 20:00:00,0.44,231.35,0.102,1
2023-01-17 21:00:00,0.49,238.0,0.117,1
2023-01-17 22:00:00,0.56,228.34,0.129,1
2023-01-17 23:00:00,0.55,219.71,0.121,1
2023-01-18 00:00:00,0.41,210.26,0.086,1
2023-01-18 01:00:00,0.39,212.38,0.084,1
2023-01-18 02:00:00,0.57,235.43,0.134,1
2023-01-18 03:00:00,0.52,224.26,0.118,1
2023-01-18 04:00:00,0.44,220.05,0.097,1
2023-01-18 05:00:00,0.57,215.46,0.122,1
2023-01-18 06:00:00,0.0,0.0,0.0,0
2023-01-18 07:00:00,0.0,0.0,0.0,0
2023-01-18 08:00:00,0.51,237.55,0.12,1
2023-01-18 09:00:00,0.51,226.92,0.116,1
2023-01-18 10:00:00,0.0,0.0,0.0,0
2023-01-18 11:00:00,0.35,225.92,0.079,1
2023-01-18 12:00:00,0.46,213.05,0.097,1
2023-01-18 13:00:00,0.6,217.06,0.13,1
2023-01-18 14:00:00,0.55,212.22,0.117,1
2023-01-18 15:00:00,0.36,212.63,0.076,1
2023-01-18 16:00:00,0.0,0.0,0.0,0
2023-01-18 17:00:00,0.0,0.0,0.0,0
2023-01-18 18:00:00,0.49,220.18,0.108,1
2023-01-18 19:00:00,0.58,222.11,0.128,1
2023-01-18 20:00:00,0.0,0.0,0.0,0
2023-01-18 21:00:00,0.0,0.0,0.0,0
2023-01-18 22:00:00,0.46,222.47,0.101,1
2023-01-18 23:00:00,0.0,0.0,0.0,0
2023-01-19 00:00:00,0.45,239.3,0.109,1
2023-01-19 01:00:00,0.0,0.0,0.0,0
2023-01-19 02:00:00,0.49,218.32,0.106,1
2023-01-19 03:00:00,0.34,216.74,0.073,1
2023-01-19 04:00:00,0.31,232.16,0.072,1
2023-01-19 05:00:00,0.47,228.79,0.106,1
2023-01-19 06:00:00,0.0,0.0,0.0,0
2023-01-19 07:00:00,0.43,212.84,0.091,1
2023-01-19 08:00:00,0.45,212.51,0.095,1
2023-01-19 09:00:00,0.0,0.0,0.0,0
2023-01-19 10:00:00,0.36,213.88,0.076,1
2023-01-19 11:00:00,0.0,0.0,0.0,0
2023-01-19 12:00:00,0.0,0.0,0.0,0
2023-01-19 13:00:00,0.51,222.14,0.112,1
2023-01-19 14:00:00,0.58,216.9,0.127,1
2023-01-19 15:00:00,0.0,0.0,0.0,0
2023-01-19 16:00:00,0.0,0.0,0.0,0
2023-01-19 17:00:00,0.6,216.48,0.13,1
2023-01-19 18:00:00,0.33,234.37,0.078,1
2023-01-19 19:00:00,0.0,0.0,0.0,0
2023-01-19 20:00:00,0.0,0.0,0.0,0
2023-01-19 21:00:00,0.0,0.0,0.0,0
2023-01-19 22:00:00,0.57,223.79,0.127,1
2023-01-19 23:00:00,0.49,212.81,0.104,1
2023-01-20 00:00:00,0.36,217.38,0.079,1
2023-01-20 01:00:00,0.46,220.74,0.101,1
2023-01-20 02:00:00,0.0,0.0,0.0,0
2023-01-20 03:00:00,0.0,0.0,0.0,0
2023-01-20 04:00:00,0.0,0.0,0.0,0
2023-01-20 05:00:00,0.0,0.0,0.0,0
2023-01-20 06:00:00,0.0,0.0,0.0,0
2023-01-20 07:00:00,0.0,0.0,0.0,0
2023-01-20 08:00:00,0.33,217.89,0.073,1
2023-01-20 09:00:00,0.58,232.09,0.135,1
2023-01-20 10:00:00,0.51,218.8,0.112,1
2023-01-20 11:00:00,0.0,0.0,0.0,0
2023-01-20 12:00:00,0.0,0.0,0.0,0
2023-01-20 13:00:00,0.33,235.93,0.079,1
2023-01-20 14:00:00,0.0,0.0,0.0,0
2023-01-20 15:00:00,0.34,232.44,0.078,1
2023-01-20 16:00:00,0.0,0.0,0.0,0
2023-01-20 17:00:00,0.54,219.58,0.119,1
2023-01-20 18:00:00,0.32,210.95,0.067,1
2023-01-20 19:00:00,0.0,0.0,0.0,0
2023-01-20 20:00:00,0.38,234.6,0.089,1
2023-01-20 21:00:00,0.5,225.2,0.112,1
2023-01-20 22:00:00,0.0,0.0,0.0,0
2023-01-20 23:00:00,0.49,215.35,0.106,1
2023-01-21 00:00:00,0.0,0.0,0.0,0
2023-01-21 01:00:00,0.4,211.57,0.085,1
2023-01-21 02:00:00,0.58,233.6,0.136,1
2023-01-21 03:00:00,0.0,0.0,0.0,0
2023-01-21 04:00:00,0.0,0.0,0.0,0
2023-01-21 05:00:00,0.0,0.0,0.0,0
2023-01-21 06:00:00,0.0,0.0,0.0,0
2023-01-21 07:00:00,0.0,0.0,0.0,0
2023-01-21 08:00:00,0.56,217.76,0.122,1
2023-01-21 09:00:00,0.58,210.75,0.121,1
2023-01-21 10:00:00,0.0,0.0,0.0,0
2023-01-21 11:00:00,0.0,0.0,0.0,0
2023-01-21 12:00:00,0.0,0.0,0.0,0
2023-01-21 13:00:00,0.0,0.0,0.0,0
2023-01-21 14:00:00,0.0,0.0,0.0,0
2023-01-21 15:00:00,0.0,0.0,0.0,0
2023-01-21 16:00:00,0.0,0.0,0.0,0
2023-01-21 17:00:00,0.37,223.66,0.083,1
2023-01-21 18:00:00,0.53,213.18,0.113,1
2023-01-21 19:00:00,0.6,230.23,0.138,1
2023-01-21 20:00:00,0.47,232.25,0.109,1
2023-01-21 21:00:00,0.37,230.58,0.086,1
2023-01-21 22:00:00,0.32,217.8,0.071,1
2023-01-21 23:00:00,0.56,229.84,0.128,1
2023-01-22 00:00:00,0.35,226.95,0.078,1
2023-01-22 01:00:00,0.0,0.0,0.0,0
2023-01-22 02:00:00,0.41,229.71,0.094,1
2023-01-22 03:00:00,0.0,0.0,0.0,0
2023-01-22 04:00:00,0.58,226.41,0.132,1
2023-01-22 05:00:00,0.4,236.73,0.095,1
2023-01-22 06:00:00,0.0,0.0,0.0,0
2023-01-22 07:00:00,0.49,228.65,0.112,1
2023-01-22 08:00:00,0.0,0.0,0.0,0
2023-01-22 09:00:00,0.38,239.38,0.09,1
2023-01-22 10:00:00,0.55,211.89,0.117,1
2023-01-22 11:00:00,0.46,235.39,0.109,1
